,Calle,Colonia,Delegacion,Estado,Foto,HerramientasFaltantes,HerramientasSobrantes,Hora,HoradelReporte,ManodeObraFaltante,ManodeObraSobrantes,MedicamentosFaltantes,MedicamentosSobrantes,NumeroExterioroAproximado,NumerodePersonasAtrapadas,NumerodePersonasDesaparecidas,NumerodePersonasFallecidas,NumerodePersonasLesionadas,NumerodePersonasRescatadas,OtraReferenciadeUbicacion,Timestamp,TipodeInfraestructura,TipodeUso,TipodelDano,Verificado,ViveresFaltantes,ViveresSobrantes,latitud,longitud
601,,Huaquechula,Huaquechula,Puebla,,,,,,,,,,,,,,,,,2017-09-20 16:24:53,,,Necesito,,"Comida, Agua, Artículos de limpieza, Medicamentos, Cobijas, Lámparas, Palas y Lazos",,18.7683399,-98.5417966
602,,Del Valle,Benito Juares,Ciudad de México,,,,,,,,,,,,,,,,Tenemos 120 sandwiches listos para llevarlos a donde nos indiquen,2017-09-20 16:25:47,,,Ofrezco,,Comida,,19.3910737,-99.1657372
603,,Balcones de la herradura ,Huixquilucan ,México ,,,,,,,,,,,,,,,,,2017-09-20 16:29:22,,,Ofrezco,,"Refugio / Dónde dormir, Manos / Voluntarios, Apoyo psicológico ",,19.4159744,-99.266432
604,,Villas de la Hda.,Atizapan de Zaragoza,Estado de México,,,,,,,,,,,,,,,,,2017-09-20 16:32:01,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Manos / Voluntarios, Artículos de limpieza",,19.6008781,-99.2300641
605,,Niños heroes de chapultepec 102,Benito juarez,Cdmx,,,,,,,,,,,,,,,,,2017-09-20 16:32:02,,,Ofrezco,,"Refugio / Dónde dormir, Manos / Voluntarios",,19.3869822,-99.144938
606,,Polanco,,Cdmx,,,,,,,,,,,,,,,,,2017-09-20 16:32:45,,,Ofrezco,,Manos / Voluntarios,,19.433077,-99.1982123
607,,Cuadrante de San Francisco,Coyoacán,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-20 16:35:01,,,Ofrezco,,"Comida, Manos / Voluntarios",,19.3432617,-99.1643002
608,,Asturias ,Cuauhtémoc ,D.F. ,,,,,,,,,,,,,,,,,2017-09-20 16:38:45,,,Ofrezco,,"Comida, Auxilios psicológicos ",,19.3974306,-99.1401073
609,,5 de mayo,Mpio Tecámac ,Estado de México ,,,,,,,,,,,,,,,,,2017-09-20 16:39:30,,,Ofrezco,,Manos / Voluntarios,,19.6915826,-98.9815052
610,,Ampliacion Granada,Miguel Hidalgo,Mexico,,,,,,,,,,,,,,,,,2017-09-20 16:42:01,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Manos / Voluntarios",,19.4431776,-99.2023662
611,,Roma Norte ,Cuauhtémoc,CDMX,,,,,,,,,,,,,,,,,2017-09-20 16:48:11,,,Ofrezco,,Manos / Voluntarios,,19.4191628,-99.1565023
612,,Juarez,Cuauhtemoc,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 16:50:07,,,Ofrezco,,"Manos / Voluntarios, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña, Ropa",,31.7433367,-106.4764529
613,,Toriello guerra,Tlalpan,Cdmx,,,,,,,,,,,,,,,,,2017-09-20 16:51:35,,,Ofrezco,,"Comida, Transporte, Manos / Voluntarios, Artículos de limpieza, Medicamentos",,19.2947596,-99.1663731
614,,Pedregal,Coyoacán / xochimilco ,Ciudad de mexico,,,,,,,,,,,,,,,,Tengo un tiida para llevar y traer personas o víveres ,2017-09-20 16:52:57,,,Ofrezco,,"Transporte, Manos / Voluntarios",,19.3205752,-99.2092897
615,,NAPOLES,Benito Juarez,CDMX,,,,,,,,,,,,,,,,,2017-09-20 16:54:19,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios",,19.4288124,-99.1612404
616,,Bosques de las lomas,Miguel Hidalgo,Cdmx ,,,,,,,,,,,,,,,,,2017-09-20 16:55:58,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios",,19.3904162,-99.2550003
617,,Roma sur,Cuathemco,Df,,,,,,,,,,,,,,,,,2017-09-20 16:57:55,,,Ofrezco,,Refugio / Dónde dormir,,19.4073071,-99.1678232
618,,Merced gomez,Alvaro obregon,Ciudad de Mexico,,,,,,,,,,,,,,,,Ingeniero Civil,2017-09-20 17:08:10,,,Ofrezco,,Peritajes,,19.3634051,-99.1898944
619,,Autopista del sol km104,,Morelos,,,,,,,,,,,,,,,,El Parque Tecnologico del ITESM de Morelos es centro de acopio y organizacion de brigadas hacia Jojutla,2017-09-20 17:08:45,,,Necesito,,"Comida, Manos / Voluntarios, Artículos de limpieza, Carpas, tiendas de campaña",,18.7715207,-99.2239171
620,,Granada,Miguel Hidalgo,Ciudad de México,,,,,,,,,,,,,,,,Medico general ,2017-09-20 17:09:57,,,Ofrezco,,Asistencia médica,,19.4409348,-99.1885208
621,,Hipódromo,Cuauhtemoc,Ciudad de méxico,,,,,,,,,,,,,,,,,2017-09-20 17:11:44,,,Ofrezco,,Manos / Voluntarios,,19.4093682,-99.1719095
622,,Acueducto 1,Culiacán,Sinaloa,,,,,,,,,,,,,,,,,2017-09-20 17:12:50,,,Ofrezco,,"Refugio / Dónde dormir, Manos / Voluntarios",,24.8161603,-107.4450614
623,,Aguacatal ,Xalapa ,Veracruz ,,,,,,,,,,,,,,,,,2017-09-20 17:14:39,,,Ofrezco,,"Comida, Artículos de limpieza",,19.5420711,-96.9227628
624,,Granjas Coapa ,Donde lo requieran ,Ciudad de México ,,,,,,,,,,,,,,,,Soy médico y estoy dispuesto a ayudar. ,2017-09-20 17:15:21,,,Ofrezco,,Asistencia médica,,19.2981689,-99.1131054
625,,Lomas de las palmas ,,Estado de México ,,,,,,,,,,,,,,,,,2017-09-20 17:16:21,,,Ofrezco,,Manos / Voluntarios,,19.3954578,-99.2716288
626,,Narvarte Oriente,Benito Juárez,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-20 17:18:44,,,Ofrezco,,Manos / Voluntarios,,19.390164,-99.1515952
627,,San Mateo Tlaltenango ,Cuajimalpa ,Df ,,,,,,,,,,,,,,,,,2017-09-20 17:20:43,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Ropa",,19.3468419,-99.2741168
628,,Agrícola oriental ,Iztacalco ,Cdmx ,,,,,,,,,,,,,,,,,2017-09-20 17:25:08,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Artículos de limpieza",,19.3954191,-99.0627616
629,,Héroes de Padierna,tlalpan,México,,,,,,,,,,,,,,,,"Logramos reunir alimentos, agua, papel sanitario, alcohol, herramienta y voluntarios, podemos también ofrecer transporte en su caso.",2017-09-20 17:25:38,,,Ofrezco,,"Comida, Agua, Transporte, Manos / Voluntarios, Artículos de limpieza, Medicamentos",,19.2831289,-99.2217537
630,,Coapa,Coyoacán,Cdmx,,,,,,,,,,,,,,,,,2017-09-20 17:27:06,,,Ofrezco,,Manos / Voluntarios,,19.3005908,-99.1162175
631,,Florida,Alvaro obregon,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 17:33:53,,,Ofrezco,,"Comida, Agua, Transporte, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Ropa, Gasolina",,19.3490287,-99.1744868
632,,"Centro, secciones 1,2,3,4",Tehuitzingo ,Puebla ,,,,,,,,,,,,,,,,"Estamos en tehuirzingo Puebla, falta organización y manos para crear albergues. Pero sobretodo arquitectos o ingenieros que determinen los daños en las casas. ",2017-09-20 17:35:24,,,Necesito,,"Comida, Agua, Refugio / Dónde dormir, Manos / Voluntarios, Carpas, tiendas de campaña",,19.0412967,-98.2061996
633,,Del Carmen,Coyoacán,CDMX,,,,,,,,,,,,,,,,Llevamos agua y alimentos a los centros de acopio donde se requiera,2017-09-20 17:37:15,,,Ofrezco,,"Comida, Agua",,19.3451882,-99.1869414
634,,Jardines del Pedregal,Alvaro Obregón,CDMX,,,,,,,,,,,,,,,,,2017-09-20 17:40:17,,,Ofrezco,,Apoyo psicológico,,19.323815,-99.214096
635,,Agrícola oriental ,Iztacalco ,Distrito federal,,,,,,,,,,,,,,,,,2017-09-20 17:40:51,,,Ofrezco,,Agua,,19.4046108,-99.0695572
636,,Del Valle ,Benito Juárez ,México ,,,,,,,,,,,,,,,,,2017-09-20 17:41:16,,,Ofrezco,,Manos / Voluntarios,,25.6736233,-97.826976
637,,Benito Juárez,,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-20 17:42:24,,,Ofrezco,,Manos / Voluntarios,,19.357362,-99.0665249
638,,Cuauhtémoc ,Cuauhtémoc ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 17:43:18,,,Ofrezco,,Manos / Voluntarios,,19.3515873,-99.160409
639,,Escandón II sección ,,CDMX ,,,,,,,,,,,,,,,,,2017-09-20 17:45:19,,,Ofrezco,,Refugio / Dónde dormir,,19.4002495,-99.1774462
640,,San Nicolás tolentino,Iztapalapa ,Cdmx,,,,,,,,,,,,,,,,"Con posibilidad de movilidad a Coyoacán, Tlalpan o Xochimilco ",2017-09-20 17:46:54,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Manos / Voluntarios",,19.3180793,-99.0881402
641,,Cuajimalpa,Cuajimalpa,Mex,,,,,,,,,,,,,,,,,2017-09-20 17:49:07,,,Ofrezco,,Manos / Voluntarios,,19.3623378,-99.29953
642,,Obrera,Cuauhtemoc,Ciudad de mexico,,,,,,,,,,,,,,,,,2017-09-20 17:58:24,,,Ofrezco,,Manos / Voluntarios,,19.4014871,-99.1617653
643,,Universidad,Toluca,Estado de Mexico,,,,,,,,,,,,,,,,,2017-09-20 17:58:39,,,Ofrezco,,"Agua, Transporte, Manos / Voluntarios",,19.2755478,-99.6522324
644,,Actipan,Benito Juárez,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-20 18:01:47,,,Ofrezco,,"Transporte, Manos / Voluntarios",,19.3705039,-99.1811573
645,,Portales,Benito Juárez,CDMX,,,,,,,,,,,,,,,,,2017-09-20 18:03:01,,,Ofrezco,,"Transporte, Manos / Voluntarios",,19.3692406,-99.1497664
646,,San Rafael,Cuauhtemoc,Ciudad De Mexico,,,,,,,,,,,,,,,,"Comida cocinada perecedera, lista para comer.",2017-09-20 18:06:56,,,Ofrezco,,Comida,,19.2856668,-99.0135328
647,,NÁPOLES,BENITO JUÁREZ,CDMX,,,,,,,,,,,,,,,,,2017-09-20 18:11:12,,,Ofrezco,,"Agua, Manos / Voluntarios, Artículos de limpieza, Ropa, cobijas",,19.4288124,-99.1612404
648,,Santa Isabel Tola,Gustavo A. Madero,CD.MX. ,,,,,,,,,,,,,,,,,2017-09-20 18:18:50,,,Ofrezco,,"Medicamentos, Alimento para mascotas (perros y gatos)",,19.5012324,-99.1149348
649,,Doxey,Tlaxcoapan ,Hidalgo,,,,,,,,,,,,,,,,"Somos de Doxey, Hidalgo ",2017-09-20 18:19:54,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa",,20.0911073,-99.2425312
650,,Olivar de los padres,Álvaro Obregón ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 18:19:59,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos",,19.3392293,-99.2189838
651,,Vicente Guerrero,Tulancingo,Hidalgo,,,,,,,,,,,,,,,,,2017-09-20 18:35:59,,,Ofrezco,,"Comida, Artículos de limpieza, Ropa",,20.0894577,-98.359504
652,,Carola,,Cdmx,,,,,,,,,,,,,,,,,2017-09-20 18:38:25,,,Ofrezco,,"Agua, Manos / Voluntarios",,19.3850289,-99.1944048
653,,Momoxpan,San Pedro cholula,Puebla,,,,,,,,,,,,,,,,,2017-09-20 18:38:36,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa",,19.0597511,-98.2793342
654,,Arboledas,Atizapan,Mexico,,,,,,,,,,,,,,,,Tenemos material medico lamparas ,2017-09-20 18:45:38,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Medicamentos, Herramientas",,19.5567545,-99.2141366
655,,Florida,Álvaro Obregón ,CDMX,,,,,,,,,,,,,,,,Asistencia en servicios de Oftalmología,2017-09-20 18:47:33,,,Ofrezco,,Asistencia médica,,19.3490287,-99.1744868
656,,Xochitenco,Chimalhuacán ,Mexico ,,,,,,,,,,,,,,,,,2017-09-20 18:48:06,,,Ofrezco,,"Comida, Ropa",,19.5720939,-99.0643655
657,,Copilco universidad ,Coyoacán ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 18:50:35,,,Ofrezco,,Manos / Voluntarios,,19.3347383,-99.1767541
658,,Lomas de las palmas ,,Estado de México ,,,,,,,,,,,,,,,,,2017-09-20 18:51:04,,,Ofrezco,,Manos / Voluntarios,,19.3954578,-99.2716288
659,,Vertiz Narvarte,Benito Juárez,Distrito Federal,,,,,,,,,,,,,,,,,2017-09-20 18:54:59,,,Ofrezco,,Atención psicológica,,19.3771362,-99.153454
660,,Ejido de san francisco culhuacan,Coyoacan,Cdmx,,,,,,,,,,,,,,,,,2017-09-20 18:56:24,,,Ofrezco,,Medicamentos,,19.335434,-99.1189085
661,,Jesús del Monte,Huixquilucan ,México ,,,,,,,,,,,,,,,,,2017-09-20 18:56:32,,,Ofrezco,,"Comida, Agua, Ropa",,19.3824718,-99.2941851
662,,Lomas de sotelo,Miguel hidalgo,CDMX,,,,,,,,,,,,,,,,Ofrecemos instalar enlaces de internet inalámbrico en las zonas afectadas (CDMX),2017-09-20 18:57:59,,,Ofrezco,,Servicios de internet en las zonas afectadas ,,19.4423318,-99.2189838
663,,Narvarte ,Cuauhtémoc ,CDMX,,,,,,,,,,,,,,,,Frances español inglés ,2017-09-20 18:59:47,,,Ofrezco,,Traducción ,,19.3854936,-99.1578642
664,,Narvarte,Benito Juárez,CDMX,,,,,,,,,,,,,,,,,2017-09-20 19:04:38,,,Ofrezco,,"Manos / Voluntarios, Puedo trasladar víveres y medicina en mi bici",,19.4003398,-99.1573629
665,,Lomas de las Palmas,Huixquilucan,Mexico,,,,,,,,,,,,,,,,Me puedo desplazar a otras zonas de la ciudad.,2017-09-20 19:05:54,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza",,19.3954578,-99.2716288
666,,Obrera,Cuauhtemoc,Cuauhtemoc,,,,,,,,,,,,,,,,,2017-09-20 19:10:45,,,Ofrezco,,Comida,,19.3949173,-99.127628
667,,Lomas ,Lomas ,Mexico,,,,,,,,,,,,,,,,,2017-09-20 19:12:11,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Manos / Voluntarios",,19.4206768,-99.1999564
668,,Centro,Coatzacoalcos,Veracruz,,,,,,,,,,,,,,,,Mañana salgo para CDMX,2017-09-20 19:13:22,,,Ofrezco,,Manos / Voluntarios,,18.1487284,-94.4156368
669,,Clavería ,Azcapotzalco ,Df,,,,,,,,,,,,,,,,,2017-09-20 19:17:20,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos / Voluntarios",,19.4652939,-99.1825079
670,,Santa ursula xitla,Tlalpan,Tlalpam,,,,,,,,,,,,,,,,,2017-09-20 19:18:10,,,Ofrezco,,"Transporte, Manos / Voluntarios",,19.2763904,-99.1802147
671,,Residencial santa fe,,Nuevo Leon ,,,,,,,,,,,,,,,,,2017-09-20 19:18:54,,,Ofrezco,,"Manos / Voluntarios, Artículos de limpieza, Ropa",,25.7200059,-100.2032829
672,,San Juan de Aragon,Gustavo A Madero,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-20 19:21:35,,,Ofrezco,,"Transporte, Manos / Voluntarios, transporte en motocicleta",,19.501572,-99.117981
673,,Paseos del Bosque,,Estado de México,,,,,,,,,,,,,,,,,2017-09-20 19:23:42,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos / Voluntarios, Artículos de limpieza, Medicamentos",,19.4762522,-99.2757864
674,,Jardin balbuena ,Venustiano Carranza ,CD.MX. ,,,,,,,,,,,,,,,,,2017-09-20 19:29:06,,,Ofrezco,,"Manos / Voluntarios, Peritajes",,19.4142597,-99.1041157
675,,Lomas de beAres,Miguel Hidalgo ,Cd. Mx. ,,,,,,,,,,,,,,,,Soy un centro de acopio en cerrada de bezares #130,2017-09-20 19:32:10,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa",,19.3872136,-99.2433543
676,,Carrasco ,Tlalpan ,México ,,,,,,,,,,,,,,,,,2017-09-20 19:43:53,,,Ofrezco,,"Comida, Transporte",,19.300133,-99.174343
677,,Mirador de la loma,San pedro,Nuevo leon,,,,,,,,,,,,,,,,Mascotas,2017-09-20 19:49:55,,,Ofrezco,,"Medicamentos, Dinero",,25.6411087,-100.3765093
678,,Granada ,Miguel hidalgo ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 19:50:47,,,Ofrezco,,Manos / Voluntarios,,19.4409348,-99.1885208
679,,del valle/roma/condesa,Cuauhtémoc/ Miguel Hidalgo,México,,,,,,,,,,,,,,,,,2017-09-20 19:52:04,,,Ofrezco,,Asistencia médica,,19.3910737,-99.1657372
680,,Gustavo A. Madero,Azcapotzalco,ciudad de mexico,,,,,,,,,,,,,,,,"se necesitan donadores de sangre de cualquier tipo en El Centro MEDICO NACIONAL LA RAZA, necesariamente ahí de ser posible a nombre de Gabriela López Pérez",2017-09-20 19:53:35,,,Necesito,,Donación de sangre ,,19.5536985,-99.1537503
681,,San Miguel chapultepec,Cuahtemoc,Cdmx,,,,,,,,,,,,,,,,"Trailer (15 toneladas) de víveres, medicinas, vendas, higiene",2017-09-20 20:03:36,,,Ofrezco,,"Comida, Agua, Medicamentos",,19.4092984,-99.1878286
682,,San Francisco ,Magdalena Contreras,Distrito Federal,,,,,,,,,,,,,,,,,2017-09-20 20:10:10,,,Ofrezco,,"Comida, Agua, Transporte, Manos / Voluntarios, Artículos de limpieza, Gasolina",,19.3125794,-99.2362974
683,,Pedregal de echegaray,Naucalpan,Mexic,,,,,,,,,,,,,,,,,2017-09-20 20:16:41,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña, Ropa",,19.4801836,-99.2709358
684,,Merced Balbuena ,Del. Venustiano Carranza ,CDMX,,,,,,,,,,,,,,,,"Tenemos alojamiento para cuatro personas, comida, teléfono e internet",2017-09-20 20:17:10,,,Ofrezco,,Refugio / Dónde dormir,,19.4205826,-99.1248628
685,,Educación ,Coyoacán,CDMX,,,,,,,,,,,,,,,,Calles Tlalpan y Taxqueña ,2017-09-20 20:19:13,,,Necesito,,"arneses, desarmadores de cruz, piolines, lonas, cascos, sogas",,19.3354254,-99.1338549
686,,Del Valle Norte,Benito Juárez ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 20:25:38,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios",,19.397067,-99.1668543
687,,Independencia,Benito Juarez,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-20 20:30:31,,,Ofrezco,,Manos / Voluntarios,,19.492003,-99.0814076
688,,Manto,"Iztapalapa, Coyoacan",Distrito  Federal ,,,,,,,,,,,,,,,,,2017-09-20 20:40:27,,,Ofrezco,,Manos / Voluntarios,,19.323736,-99.245747
689,,Del Valle,Benito Juárez ,Cd de México ,,,,,,,,,,,,,,,,,2017-09-20 20:51:31,,,Necesito,,Peritajes,,19.3910737,-99.1657372
690,,Salida a Atlixco ,Puebla,Puebla,,,,,,,,,,,,,,,,,2017-09-20 21:01:44,,,Ofrezco,,"Comida, Agua",,19.0107679,-98.322751
691,,Granjas Coapa,Tlalpan ,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-20 21:04:39,,,Ofrezco,,"Comida, Agua, Asistencia médica, Artículos de limpieza, Ropa",,19.2981689,-99.1131054
692,,El Prado,Iztapalapa,CDMX,,,,,,,,,,,,,,,,,2017-09-20 21:07:46,,,Ofrezco,,"Comida, Agua, Transporte, Manos / Voluntarios, Artículos de limpieza, Ropa",,19.2909554,-99.1460711
693,,Santa Fe ,Álvaro Obregón ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 21:08:50,,,Ofrezco,,"Transporte, Manos / Voluntarios",,19.3566731,-99.2753515
694,,Mixcoac ,Benito Juárez ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 21:09:05,,,Ofrezco,,"Refugio / Dónde dormir, Manos / Voluntarios, Ropa, Servicios psicológicos ",,19.3648274,-99.1944858
695,,Doctores ,Cuahutemoc ,Ciudad de Mexico,,,,,,,,,,,,,,,,,2017-09-20 21:19:14,,,Ofrezco,,"Manos / Voluntarios, Apoyo emocional ",,19.4179232,-99.1483827
696,,Fuentes de Tepepan,Tlalpan,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 21:23:02,,,Ofrezco,,Ropa,,19.2674154,-99.146653
697,,Postal ,Benito Juárez ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 21:23:02,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Medicamentos",,19.435559,-99.1402372
698,,Asturias ,Cuauhtémoc ,CDMX,,,,,,,,,,,,,,,,"Capacitada como Técnico en Urgencias Médicas, pero no cerrificada.",2017-09-20 21:28:19,,,Ofrezco,,"Manos / Voluntarios, Traducción inglés y alemán",,19.3974306,-99.1401073
699,,San Luis Potosi,,San Luis Potosi,,,,,,,,,,,,,,,,,2017-09-20 21:28:45,,,Ofrezco,,"Agua, Manos / Voluntarios, Asistencia médica, Medicamentos",,22.1564699,-100.9855409
700,,Desarrollo urbano quetzalcoatl,Iztapalapa ,CDMX,,,,,,,,,,,,,,,,,2017-09-20 21:30:22,,,Ofrezco,,Manos / Voluntarios,,19.3216523,-99.0393541
701,,Del Valle ,Benito Juárez ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 21:30:37,,,Ofrezco,,Manos / Voluntarios,,19.3910737,-99.1657372
702,,Anzures,Puebla,Puebla,,,,,,,,,,,,,,,,,2017-09-20 21:31:30,,,Ofrezco,,Manos / Voluntarios,,19.0259359,-98.1987443
703,,Bosquencinos ,Monterrey  ,Nuevo León ,,,,,,,,,,,,,,,,,2017-09-20 21:36:48,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Ropa",,25.5919538,-100.2789423
704,,Colonia del Valle,Benito Juarez,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-20 21:38:07,,,Ofrezco,,"Refugio / Dónde dormir, Manos / Voluntarios",,19.3910737,-99.1657372
705,,Santiago Tianguistenco ,Santiago Tianguistenco ,Estado de México ,,,,,,,,,,,,,,,,Lo necesario se da de corazón ,2017-09-20 21:38:41,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Artículos de limpieza, Ropa",,19.183796,-99.4665349
706,,Jardines del Ajusco,Tlalpan,Col. Jardines del Ajusco,,,,,,,,,,,,,,,,,2017-09-20 21:39:22,,,Ofrezco,,"Comida, Agua, Artículos de limpieza",,19.2863543,-99.2162139
707,,5 de mayo,Guadalajara,Jalisco,,,,,,,,,,,,,,,,,2017-09-20 21:40:13,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa",,20.6225824,-103.3572848
708,,Jardines del Pedregal,,,,,,,,,,,,,,,,,,Quien necesite ayuda de verdad ,2017-09-20 21:42:22,,,Ofrezco,,"Comida, Agua, Transporte, Manos / Voluntarios, Artículos de limpieza",,19.2979516,-99.2018769
709,,centro,puebla,puebla,,,,,,,,,,,,,,,,ofrezco manos,2017-09-20 21:45:30,,,Ofrezco,,Manos / Voluntarios,,19.0444606,-98.1966943
710,,Polanco,Miguel Hidalgo ,Cdmx,,,,,,,,,,,,,,,,,2017-09-20 21:46:43,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos / Voluntarios",,19.433077,-99.1982123
711,,San Lorenzo,Coacalco,Estado de México,,,,,,,,,,,,,,,,,2017-09-20 21:56:29,,,Ofrezco,,"Comida, Agua, Ropa",,19.6348836,-99.083374
712,,Santa Cruz del Monte,Naucalpan,Estado de Mexico,,,,,,,,,,,,,,,,,2017-09-20 21:57:22,,,Ofrezco,,Manos / Voluntarios,,19.515202,-99.2487655
713,,San Rafael,Cuauhtémoc ,Ciudad de México ,,,,,,,,,,,,,,,,,2017-09-20 21:59:13,,,Ofrezco,,"Refugio / Dónde dormir, Transporte, Manos / Voluntarios",,19.2856668,-99.0135328
714,,INSURGENTES CUICUILCO,COYOACAN,CIUDAD DE MEXICO,,,,,,,,,,,,,,,,,2017-09-20 22:08:41,,,Ofrezco,,"Manos / Voluntarios, Medicamentos, Gasolina",,19.3061938,-99.1862654
715,,Del Carmen,Coyoacán,Ciudad de México,,,,,,,,,,,,,,,,ya no reciben comida ni agua,2017-09-20 22:10:55,,,Necesito,,cajas y bolsas grandes para hacer despensas,,19.3538129,-99.1636051
716,, San Antonio Tecomitl,Milpa Alta,Distrito Federal,,,,,,,,,,,,,,,,,2017-09-20 22:10:59,,,Ofrezco,,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa",,19.2194041,-98.9935558
717,,Plan de Ayala,Cuernavaca,Morelos,,,,,,,,,,,,,,,,,2017-09-20 22:11:24,,,Ofrezco,,"Transporte, Manos / Voluntarios, Ropa",,18.929291,-99.2553467
718,,Anenecuilco,Ayala,Morelos,,,,,,,,,,,,,,,,,2017-09-20 22:17:03,,,Ofrezco,,Refugio / Dónde dormir,,18.7779968,-98.9880319
719,,Lomas de Chapultepec,Miguel Hidalgo,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-20 22:19:08,,,Ofrezco,,Comida para mascotas,,19.4249374,-99.2134442
720,,Camelinas,Morelia,Michoacán ,,,,,,,,,,,,,,,,,2017-09-20 22:22:07,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Asistencia médica, Artículos de limpieza, Medicamentos, Ropa",,19.6836457,-101.1709378
721,,Manzanastitla ,Cuajimalpa ,CDMX,,,,,,,,,,,,,,,,,2017-09-20 22:23:06,,,Ofrezco,,"Comida, Agua, Refugio / Dónde dormir, Artículos de limpieza, Ropa",,19.367435,-99.2985966
722,,Girasoles,Tlalpan,Ciudad de México,,,,,,,,,,,,,,,,,2017-09-20 22:27:14,,,Ofrezco,,"Comida, Agua, Medicamentos",,19.353917,-99.2327363
723,,Cuajimalpa,Cuajimalpa,Ciudad de mexico,,,,,,,,,,,,,,,,,2017-09-20 22:32:12,,,Ofrezco,,Manos / Voluntarios,,19.3623378,-99.29953
724,,Villa universitaria,Puebla,Puebla,,,,,,,,,,,,,,,,,2017-09-20 22:33:13,,,Ofrezco,,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Ropa",,18.9953731,-98.2062614
725,,Indiferente ,,Mexico,,,,,,,,,,,,,,,,,2017-09-20 22:35:46,,,Ofrezco,,Manos / Voluntarios,,19.4326077,-99.133208
726,,Contadero,Cuajimalpa,Cuajimalpa,,,,,,,,,,,,,,,,,2017-09-20 22:38:51,,,Ofrezco,,Asistencia médica,,19.3177107,-99.3294981
727,,Izcalli del bosque ,Naucalpan ,Mexico ,,,,,,,,,,,,,,,,,2017-09-20 22:38:56,,,Ofrezco,,"Agua, Manos / Voluntarios",,19.4784406,-99.2546539
728,,Nueva Oriental Coapa,,Ciudad de México,,,,,,,,,,,,,,,,"en específico se requiere: soluciones Hartman, adrenalina inyectada, sujetadores craneales pediátricos, camillas completas con collarin, máscaras de ambu pediátricas, arañas, chalecos de extracción, collarines rígidos pediátricos, máscaras de oxígeno pediátricas, hielo seco para conservar medicamentos",2017-09-20 22:43:40,,,Necesito,,Medicamentos,,19.2988105,-99.1297045
