Código Postal,Estado,Municipio,Ciudad,Tipo de Asentamiento,Asentamiento,Clave de Oficina
7164,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Graciano Sánchez,7201
7230,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Zona Escolar,7201
7250,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Benito Juárez,7201
7259,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Benito Juárez,7201
2460,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,La Preciosa,2011
2519,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,El Jagüey,2011
2540,Ciudad de México,Azcapotzalco,Ciudad de México,Unidad habitacional,Hogares Ferrocarrileros,2011
2650,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Trabajadores de Hierro,2601
2760,Ciudad de México,Azcapotzalco,Ciudad de México,Barrio,Santa Lucía,2011
2840,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Obrero Popular,2601
2980,Ciudad de México,Azcapotzalco,Ciudad de México,Colonia,Patrimonio Familiar,2601
3010,Ciudad de México,Benito Juárez,Ciudad de México,Colonia,Atenor Salas,3001
3200,Ciudad de México,Benito Juárez,Ciudad de México,Colonia,Tlacoquemécatl,3001
3400,Ciudad de México,Benito Juárez,Ciudad de México,Colonia,Álamos,3501
3500,Ciudad de México,Benito Juárez,Ciudad de México,Colonia,Nativitas,3501
3590,Ciudad de México,Benito Juárez,Ciudad de México,Colonia,Ermita,3501
3710,Ciudad de México,Benito Juárez,Ciudad de México,Colonia,Ciudad de los Deportes,3901
4239,Ciudad de México,Coyoacán,Ciudad de México,Unidad habitacional,Ermita Churubusco,4831
4320,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Cuadrante de San Francisco,4331
4320,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Pedregal de San Francisco,4331
4369,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Pedregal de Santo Domingo,4331
4380,Ciudad de México,Coyoacán,Ciudad de México,Pueblo,Pueblo La Candelaria,4331
4390,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Nueva Díaz Ordaz,4331
4400,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Educación,4831
4440,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Culhuacán CTM Sección II,4831
4450,Ciudad de México,Coyoacán,Ciudad de México,Colonia,El Centinela,4831
4480,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Culhuacán CTM Sección III,4831
4489,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Culhuacán CTM Sección VII,4831
4610,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Xotepingo,4331
4640,Ciudad de México,Coyoacán,Ciudad de México,Colonia,El Reloj,4331
4800,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Los Cedros,4831
4815,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Emiliano Zapata,4831
4980,Ciudad de México,Coyoacán,Ciudad de México,Colonia,Viejo Ejido de Santa Úrsula Coapa,4831
5010,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Colonia,Zentlapatl,5501
5220,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Colonia,Tepetongo,5501
5530,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Colonia,Abdías García Soto,5501
5750,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Colonia,La Pila,5501
6020,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Centro (Área 3),6002
6030,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Tabacalera,6002
6060,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Centro (Área 6),6002
6070,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Centro (Área 7),6002
7000,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Aragón la Villa,7001
7070,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Dinamita,7001
7070,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Martín Carrera,7001
7090,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,C.T.M. Atzacoalco,7001
7109,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San Antonio,7201
7160,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Loma La Palma,7201
7164,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Tlacaélel,7201
7183,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,6 de Junio,7201
7199,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Del Carmen,7201
7240,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,El Arbolillo,7201
7249,Ciudad de México,Gustavo A. Madero,Ciudad de México,Unidad habitacional,El Arbolillo II CROC,7201
7270,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Residencial Acueducto de Guadalupe,7201
7323,Ciudad de México,Gustavo A. Madero,Ciudad de México,Unidad habitacional,PEMEX Lindavista,7311
7326,Ciudad de México,Gustavo A. Madero,Ciudad de México,Conjunto habitacional,Arroyo de Guadalupe,7311
7410,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Villa Hermosa,7001
7457,Ciudad de México,Gustavo A. Madero,Ciudad de México,Unidad habitacional,El Coyol 2,7001
7570,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Villa de Aragón,7501
7600,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Progreso Nacional,7601
7640,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Santiago Atepetlac,7601
7730,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San Bartolo Atepehuacan,7051
7739,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Planetario Lindavista,7051
7820,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Tres Estrellas,7001
7950,Ciudad de México,Gustavo A. Madero,Ciudad de México,Pueblo,San Juan de Aragón,7981
8320,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Fraccionamiento Coyuya,8231
8510,Ciudad de México,Iztacalco,Ciudad de México,Colonia,El Rodeo,8231
8600,Ciudad de México,Iztacalco,Ciudad de México,Barrio,La Asunción,8231
8620,Ciudad de México,Iztacalco,Ciudad de México,Barrio,Los Reyes,8231
8800,Ciudad de México,Iztacalco,Ciudad de México,Barrio,Santiago Sur,8231
9140,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Santa Martha Acatitla Norte,9181
9230,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Ejército de Oriente,9201
9300,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Guadalupe del Moral,9201
9400,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,San Juanico Nextipac,9081
9400,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,El Sifón,9081
9438,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Ampliación El Triunfo,9081
9450,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Banjidal,9081
9630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Rancho Bajo,9511
9704,Ciudad de México,Iztapalapa,Ciudad de México,Campamento,Predio San Rafael,9291
9706,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San José Buenavista,9291
9706,Ciudad de México,Iztapalapa,Ciudad de México,Campamento,Predio San Pedro y San Pablo,9291
9720,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Francisco Villa,9291
9780,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Lomas de San Lorenzo,9291
9800,Ciudad de México,Iztapalapa,Ciudad de México,Barrio,San Simón Culhuacán,9821
9810,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Los Cipreses,9821
9820,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Estrella del Sur,9821
9858,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Paraje San Juan Cerro,9821
9860,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Cerro de La Estrella,9821
7363,Ciudad de México,Gustavo A. Madero,Ciudad de México,Campamento,Lomas de San Juan Ixhuatepec 2a Sección,7051
7380,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Maximino Ávila Camacho,2301
7456,Ciudad de México,Gustavo A. Madero,Ciudad de México,Conjunto habitacional,Residencial Oriente,7001
7459,Ciudad de México,Gustavo A. Madero,Ciudad de México,Unidad habitacional,José Maria Morelos y Pavón 1,7001
7460,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Granjas Modernas,7001
7469,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Constitución de La República,7001
7520,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,25 de Julio,7501
7550,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Providencia,7501
7780,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Defensores de La República,2301
7780,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Héroe de Nacozari,2301
7800,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Industrial,7001
7810,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Estrella,7001
7840,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Guadalupe Tepeyac,7001
7850,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Faja de Oro,7001
7919,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ex Ejido San Juan de Aragón Sector 32,7981
7980,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Narciso Bassols,7981
8000,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Gabriel Ramos Millán Sección Bramadero,8231
8200,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Viaducto Piedad,8231
8310,Ciudad de México,Iztacalco,Ciudad de México,Colonia,La Cruz,8231
8760,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Los Picos de Iztacalco Sección 2A,8231
9040,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,Paseos de Churubusco FOVISSSTE,9081
9070,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Granjas de San Antonio,9081
9100,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Juan Escutia,9181
9130,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,San Lorenzo Xicotencatl,9181
9208,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Chinampac de Juárez,9201
9290,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Santa Cruz Meyehualco,9201
9319,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Cuchilla del Moral,9201
9359,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Eva Sámano de López Mateos,9201
9410,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,Aculco,9081
9420,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Los Picos VI-B,9081
9440,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Andrés Tetepilco,9081
9500,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,Santa María Aztahuacán,9511
9520,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,San Sebastián Tecoloxtitla,9511
9579,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,Las Rosas,9511
9600,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,Santiago Acahualtepec,9511
9630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Puente,9511
9705,Ciudad de México,Iztapalapa,Ciudad de México,Campamento,Predio Xaltepec,9291
9720,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,La Era,9291
9740,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Presidentes de México,9291
9750,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,La Polvorilla,9291
9800,Ciudad de México,Iztapalapa,Ciudad de México,Barrio,Barrio San Antonio Culhuacán,9821
9800,Ciudad de México,Iztapalapa,Ciudad de México,Barrio,Barrio Tula,9821
7707,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Siete Maravillas,2301
7830,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Gertrudis Sánchez 1a Sección,7001
7860,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,La Joyita,7001
7889,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Emiliano Zapata,7001
7900,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Cuchilla del Tesoro,7981
7909,Ciudad de México,Gustavo A. Madero,Ciudad de México,Unidad habitacional,Frente Cuchilla del Tesoro,7981
7910,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San Juan de Aragón VII Sección,7981
7940,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ex Ejido San Juan de Aragón Sector 33,7981
7960,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Héroes de Cerro Prieto,7981
7970,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San Juan de Aragón III Sección,7981
8400,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Granjas México,8231
8910,Ciudad de México,Iztacalco,Ciudad de México,Barrio,Santa Cruz,8231
8920,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Jardines Tecma,8231
9000,Ciudad de México,Iztapalapa,Ciudad de México,Barrio,La Asunción,9081
9000,Ciudad de México,Iztapalapa,Ciudad de México,Barrio,San José,9081
9000,Ciudad de México,Iztapalapa,Ciudad de México,Barrio,San Lucas,9081
9020,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Dr. Alfonso Ortiz Tirado,9081
9030,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Paseos de Churubusco,9081
9060,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Sector Popular,9081
9120,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,Voceadores de México,9181
9209,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Renovación,9201
9250,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,La Regadera,9201
9350,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Albarrada,9201
9410,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San José Aculco,9081
9420,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Nueva Rosita,9081
9430,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,El Triunfo,9081
9480,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,El Prado,9081
9570,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Santa María Aztahuacán,9511
9577,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,Fuerte de Loreto,9511
9578,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Ejército de Agua Prieta,9511
9630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Capilla,9511
9630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Mercedes,9511
9730,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Reforma Política,9291
9750,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Las Peñas,9291
9769,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,El Triángulo,9291
9780,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Año de Juárez,9291
9809,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,Valle de Luces,9821
9819,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Valle del Sur,9821
9830,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Los Ángeles,9821
9839,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Ampliación Paraje San Juan,9821
9850,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Juan Xalpa,9821
9850,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Nicolás Tolentino,9821
6200,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Morelos,6401
6300,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Guerrero,6401
6600,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Juárez,6721
6720,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Doctores,6721
6900,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Nonoalco Tlatelolco,6401
7010,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Tepetates,7001
7089,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Gabriel Hernández,7001
7150,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Juventino Rosas,7201
7170,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Palmatitla,7201
7190,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Valle de Madero,7201
7249,Ciudad de México,Gustavo A. Madero,Ciudad de México,Unidad habitacional,El Arbolillo III CROC,7201
7300,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Lindavista Norte,7051
7320,Ciudad de México,Gustavo A. Madero,Ciudad de México,Conjunto habitacional,La Escalera,7311
7320,Ciudad de México,Gustavo A. Madero,Ciudad de México,Barrio,La Purísima Ticomán,7311
7328,Ciudad de México,Gustavo A. Madero,Ciudad de México,Unidad habitacional,Escuadrón 201 INFONAVIT,7311
7360,Ciudad de México,Gustavo A. Madero,Ciudad de México,Unidad habitacional,Juan de Dios Bátiz,7051
7450,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,DM Nacional,7001
7455,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ferrocarrilera,7001
7458,Ciudad de México,Gustavo A. Madero,Ciudad de México,Unidad habitacional,Eduardo Molina,7001
7509,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Pradera II Sección,7501
7580,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Casas Alemán,7501
7730,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Montevideo,7051
7760,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Magdalena de las Salinas,2301
7890,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Cuchilla La Joya,7001
7920,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,El Olivo,7981
7960,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Fernando Casas Alemán,7981
7969,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San Juan de Aragón II Sección,7981
8100,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Agrícola Pantitlán,8231
8710,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Tlazintla,8231
8760,Ciudad de México,Iztacalco,Ciudad de México,Colonia,INPI Picos,8231
8810,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Reforma Iztaccíhuatl Norte,8231
9040,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Central de Abasto,9081
9089,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Unidad Modelo,9081
9200,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Unidad Vicente Guerrero,9201
9210,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Tepalcates,9201
9230,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Álvaro Obregón,9201
9233,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,Peñón Viejo,9201
9360,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Ampliación San Miguel,9201
9368,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,P.R.I.,9201
9470,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Sinatel,9081
9479,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Ampliación Sinatel,9081
9550,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Monte Alban,9511
5270,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Colonia,Manzanastitla,5501
5330,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Colonia,Ampliación el Yaqui,5501
5400,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Colonia,El Tianguillo,5501
5520,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Colonia,La Venta,5501
5620,Ciudad de México,Cuajimalpa de Morelos,Ciudad de México,Club de golf,Prados de la Montaña,5501
6140,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Condesa,6721
6170,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Hipódromo Condesa,6721
6270,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Maza,6401
6430,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Santa María Insurgentes,6401
6760,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Roma Sur,6721
6800,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Obrera,6721
6880,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,Algarin,6721
6920,Ciudad de México,Cuauhtémoc,Ciudad de México,Colonia,San Simón Tolnáhuac,6401
7020,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Tepeyac Insurgentes,7001
7140,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Forestal I,7201
7149,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Parque Metropolitano,7201
7200,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Cuautepec de Madero,7201
7207,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Del Bosque,7201
7214,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Chalma de Guadalupe,7201
7330,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Santa María Ticomán,7311
7350,Ciudad de México,Gustavo A. Madero,Ciudad de México,Barrio,Guadalupe Ticomán,7311
7630,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San José de la Escalera,7601
7708,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Torres Lindavista,2301
7720,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Lindavista Vallejo I Sección,2301
7740,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Valle del Tepeyac,7051
7754,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Lindavista Vallejo III Sección,2301
7860,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Tablas de San Agustín,7001
7870,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Guadalupe Insurgentes,7001
7899,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,La Malinche,7001
7930,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Indeco,7981
8300,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Santa Anita,8231
8760,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Los Picos de Iztacalco Sección 1B,8231
8900,Ciudad de México,Iztacalco,Ciudad de México,Colonia,INFONAVIT Iztacalco,8231
9000,Ciudad de México,Iztapalapa,Ciudad de México,Barrio,San Ignacio,9081
9099,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,Mexicaltzingo,9081
9180,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Ermita Zaragoza,9181
9369,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,Gama Gavilán,9201
9410,Ciudad de México,Iztapalapa,Ciudad de México,Pueblo,Magdalena Atlazolpa,9081
9430,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Apatlaco,9081
9440,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,El Retoño,9081
9560,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Paraje Zacatepec,9511
9630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Acorralado,9511
9670,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Palmitas,9511
7300,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Lindavista Sur,7051
7340,Ciudad de México,Gustavo A. Madero,Ciudad de México,Barrio,La Laguna Ticomán,7311
7360,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San Pedro Zacatenco,7051
7400,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Salvador Díaz Mirón,7001
7457,Ciudad de México,Gustavo A. Madero,Ciudad de México,Unidad habitacional,José Maria Morelos y Pavón 2,7001
7540,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,La Esmeralda,7501
7620,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Santa Rosa,7601
7650,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Progreso Nacional,7601
7680,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Ampliación Guadalupe Proletaria,7601
7790,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Guadalupe Victoria,2301
7839,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Gertrudis Sánchez 2a Sección,7001
7840,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,7 de Noviembre,7001
7850,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Bondojito,7001
7869,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Belisario Domínguez,7001
7870,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Vallejo,7001
7880,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,Mártires de Río Blanco,7001
7890,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,La Joya,7001
7979,Ciudad de México,Gustavo A. Madero,Ciudad de México,Colonia,San Juan de Aragón V Sección,7981
8020,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Ampliación Gabriel Ramos Millán,8231
8230,Ciudad de México,Iztacalco,Ciudad de México,Barrio,San Francisco Xicaltongo,8231
8500,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Agrícola Oriental,8231
8700,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Juventino Rosas,8231
8720,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Gabriel Ramos Millán Sección Tlacotal,8231
8930,Ciudad de México,Iztacalco,Ciudad de México,Colonia,Campamento 2 de Octubre,8231
9000,Ciudad de México,Iztapalapa,Ciudad de México,Barrio,San Pedro,9081
9060,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Escuadrón 201,9081
9110,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,La Valenciana,9181
9230,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,José María Morelos y Pavón,9201
9260,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Constitución de 1917,9201
9310,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Leyes de Reforma 1a Sección,9201
9310,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Leyes de Reforma 2a Sección,9201
9310,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Leyes de Reforma 3a Sección,9201
9320,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Sideral,9201
9369,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,Alborada,9201
9530,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Santa Martha Acatitla Sur,9511
9577,Ciudad de México,Iztapalapa,Ciudad de México,Unidad habitacional,Artículo 4°. Constitucional,9511
9620,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,Lomas de Zaragoza,9511
9630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Guadalupe,9511
9630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Iztlahuaca,9511
9630,Ciudad de México,Iztapalapa,Ciudad de México,Colonia,San Miguel Teotongo Sección Palmitas,9511
